ID;OID;TYPE;NAME;LEVEL;PATIENT_INFO;SHELF_LIFE;STORAGE_TYPE;EXTENDED_LIFE;UNLIMITED_LIFE;MO_SIGN;FORMAT;START_DATE;END_DATE;IMPLEMENTATION_GUIDE;GIT_LINK;SHOW_PATIENT;IS_ONLINE;DAYS_COUNT;SERIES_REQUIRED
66;66;108;"Протокол хирургической операции (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"06.04.2021";;;;"Нет";"Нет";;"Нет"
120;120;374;"Согласие гражданина (его законного или уполномоченного представителя) на направление и проведение медико-социальной экспертизы (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";1;"18.07.2022";"29.03.2023";;;"Нет";"Нет";;"Нет"
6;6;5;"Протокол консультации (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"04.07.2018";"01.01.2024";;;"Да";"Нет";;"Нет"
5;5;6;"Протокол инструментального исследования (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"04.07.2018";"01.01.2024";;;"Да";"Нет";;"Нет"
51;51;40;"Карта профилактического медицинского осмотра несовершеннолетнего (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"17.10.2020";;;;"Нет";"Нет";;"Нет"
52;52;41;"Медицинская карта пациента, получающего медицинскую помощь в амбулаторных условиях (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"17.10.2020";;;;"Нет";"Нет";;"Нет"
53;53;42;"Контрольная карта диспансерного наблюдения (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"17.10.2020";;;;"Нет";"Нет";;"Нет"
54;54;44;"Контрольная карта диспансеризации (профилактических медицинских осмотров) (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"17.10.2020";;;;"Нет";"Нет";;"Нет"
55;55;45;"Медицинское заключение об отсутствии медицинских противопоказаний к владению оружием (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"17.10.2020";"27.01.2022";;;"Нет";"Нет";;"Нет"
56;56;46;"Медицинское заключение об отсутствии в организме человека наркотических средств, психотропных веществ и их метаболитов (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"17.10.2020";"27.01.2022";;;"Нет";"Нет";;"Нет"
67;67;109;"Протокол медицинской манипуляции (PDF/A1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"06.04.2021";"01.01.2024";;;"Нет";"Нет";;"Нет"
7;7;7;"Протокол лабораторного исследования (PDF/A-1)";0;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";1;"04.07.2018";"01.01.2024";;;"Да";"Нет";;"Нет"
8;8;36;"Протокол телемедицинской консультации (PDF/A-1)";0;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Нет";1;"13.08.2018";"01.01.2024";;;"Нет";"Нет";;"Нет"
102;102;344;"Справка об отказе в направлении на медико-социальную экспертизу (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"04.11.2021";"27.12.2022";"https://portal.egisz.rosminzdrav.ru/materials/3987";"1.2.643.5.1.13.13.15.6.1";"Нет";"Нет";;"Нет"
104;104;59;"Экстренное извещение об инфекционном заболевании, пищевом, остром профессиональном отравлении, необычной реакции на прививку (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"04.11.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3983";"1.2.643.5.1.13.13.15.70.1";"Нет";"Нет";;"Нет"
113;113;353;"Документ, содержащий сведения медицинского свидетельства о смерти в бумажной форме (CDA) Редакция 5";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"03.03.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3815";"1.2.643.5.1.13.13.15.36.5";"Нет";"Нет";;"Да"
114;114;354;"Документ, содержащий сведения медицинского свидетельства о перинатальной смерти в бумажной форме (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"03.03.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3817";"1.2.643.5.1.13.13.15.38.2";"Нет";"Нет";;"Да"
116;116;362;"Уведомление о выявлении противопоказаний или аннулировании медицинских заключений к владению оружием (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"15.02.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4049";"1.2.643.5.1.13.13.15.62.1";"Нет";"Нет";;"Нет"
118;118;33;"Документ, содержащий сведения медицинского свидетельства о рождении в бумажной форме (CDA) Редакция 4";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"21.02.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3849";"1.2.643.5.1.13.13.15.39.4";"Нет";"Нет";;"Да"
123;123;241;"Направление на госпитализацию для оказания высокотехнологичной медицинской помощи (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"18.11.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4257";"1.2.643.5.1.13.13.15.33.2";"Нет";"Нет";;"Нет"
124;124;346;"Направление на госпитализацию для оказания специализированной медицинской помощи (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"18.11.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4255";"1.2.643.5.1.13.13.15.34.2";"Нет";"Нет";;"Нет"
13;13;13;"Медицинское свидетельство о смерти (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.10.2018";"31.08.2021";"https://portal.egisz.rosminzdrav.ru/materials/2931";"1.2.643.5.1.13.13.15.35.2";"Нет";"Нет";;"Да"
131;131;81;"Направление к месту лечения для получения медицинской помощи (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"20.04.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4311";"1.2.643.5.1.13.13.15.67.3";"Нет";"Нет";;"Нет"
138;138;375;"Программа дополнительного обследования гражданина (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"06.02.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4285";"1.2.643.5.1.13.13.15.40.1";"Нет";"Нет";;"Нет"
142;142;368;"Заключение об установлении факта поствакцинального осложнения (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.10.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4275";"1.2.643.5.1.13.13.15.64.1";"Нет";"Нет";;"Нет"
143;143;367;"Заключение лечебного учреждения о нуждаемости престарелого гражданина в постоянном постороннем уходе (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.10.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4273";"1.2.643.5.1.13.13.15.63.1";"Нет";"Нет";;"Нет"
145;145;370;"Справка о наличии медицинских показаний, в соответствии с которыми ребенок не посещает дошкольную организацию или организацию, осуществляющую образовательную деятельность по основным общеобразовательным программам, в период учебного процесса (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.10.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4279";"1.2.643.5.1.13.13.15.66.1";"Нет";"Нет";;"Нет"
150;150;91;"Медицинская справка в бассейн (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4297";"1.2.643.5.1.13.13.15.53.3";"Нет";"Нет";;"Нет"
182;182;357;"Обратный талон санаторно-курортной карты (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.06.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4299";"1.2.643.5.1.13.13.15.11.2";"Нет";"Нет";;"Нет"
183;183;361;"Обратный талон санаторно-курортной карты для детей (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"20.04.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4301";"1.2.643.5.1.13.13.15.12.2";"Нет";"Нет";;"Нет"
33;33;33;"Медицинское свидетельство о рождении (CDA) Редакция 3";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.10.2018";"16.02.2022";"https://portal.egisz.rosminzdrav.ru/materials/2929";"1.2.643.5.1.13.13.15.39.3";"Нет";"Нет";;"Да"
35;35;35;"Сведения о результатах проведенной медико-социальной экспертизы (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.10.2018";;"https://portal.egisz.rosminzdrav.ru/materials/3477";"1.2.643.5.1.13.13.15.5.2";"Нет";"Нет";;"Нет"
37;37;37;"Льготный рецепт на лекарственный препарат и специальное питание (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"25.11.2020";"15.03.2021";"https://portal.egisz.rosminzdrav.ru/materials/3741";"1.2.643.5.1.13.13.15.1.1";"Нет";"Нет";;"Да"
38;38;38;"Отпуск по рецепту на лекарственный препарат и специальное питание (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"25.11.2020";"10.03.2021";"https://portal.egisz.rosminzdrav.ru/materials/3739";"1.2.643.5.1.13.13.15.2.1";"Нет";"Нет";;"Нет"
4;4;8;"Медицинская справка о допуске к управлению транспортными средствами (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.10.2018";;"https://portal.egisz.rosminzdrav.ru/materials/2927";"1.2.643.5.1.13.13.15.43.1";"Нет";"Нет";;"Нет"
47;47;14;"Медицинское свидетельство о перинатальной смерти (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"08.09.2020";"31.08.2021";"https://portal.egisz.rosminzdrav.ru/materials/3605";"1.2.643.5.1.13.13.15.37.1";"Нет";"Нет";;"Да"
57;57;13;"Медицинское свидетельство о смерти (CDA) Редакция 4";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"15.12.2020";"31.08.2021";"https://portal.egisz.rosminzdrav.ru/materials/3753";"1.2.643.5.1.13.13.15.35.4";"Нет";"Нет";;"Да"
58;58;13;"Медицинское свидетельство о смерти (CDA) Редакция 5";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"03.03.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3815";"1.2.643.5.1.13.13.15.35.5";"Нет";"Нет";;"Да"
59;59;14;"Медицинское свидетельство о перинатальной смерти (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"03.03.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3817";"1.2.643.5.1.13.13.15.37.2";"Нет";"Нет";;"Да"
60;60;38;"Отпуск по рецепту на лекарственный препарат, изделие медицинского назначения и специализированный продукт лечебного питания (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.03.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3819";"1.2.643.5.1.13.13.15.2.2";"Нет";"Нет";;"Нет"
69;69;11;"Протокол гемотрансфузии (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"16.04.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3847";"1.2.643.5.1.13.13.15.24.3";"Нет";"Нет";;"Нет"
71;71;71;"Медицинское заключение об отсутствии противопоказаний к занятию определенными видами спорта (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.04.2021";"07.12.2022";"https://portal.egisz.rosminzdrav.ru/materials/3839";"1.2.643.5.1.13.13.15.54.1";"Нет";"Нет";;"Нет"
76;76;33;"Медицинское свидетельство о рождении (CDA) Редакция 4";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"26.04.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3849";"1.2.643.5.1.13.13.15.39.4";"Нет";"Нет";;"Да"
109;109;34;"Направление на медико-социальную экспертизу (CDA) Редакция 5";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"01.01.2022";"15.03.2023";"https://portal.egisz.rosminzdrav.ru/materials/4011";"1.2.643.5.1.13.13.15.4.5";"Да";"Нет";;"Нет"
34;34;34;"Направление на медико-социальную экспертизу медицинской организацией (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.10.2018";"30.06.2022";"https://portal.egisz.rosminzdrav.ru/materials/2947";"1.2.643.5.1.13.13.15.4.4";"Да";"Нет";;"Нет"
110;110;6;"Протокол инструментального исследования (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"01.01.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4021";"1.2.643.5.1.13.13.15.17.3";"Да";"Нет";;"Нет"
119;119;5;"Протокол консультации (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"01.01.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4023";"1.2.643.5.1.13.13.15.13.4";"Да";"Нет";;"Нет"
121;121;34;"Направление на медико-социальную экспертизу (CDA) Редакция 6";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"24.11.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4283";"1.2.643.5.1.13.13.15.4.6";"Да";"Нет";;"Нет"
122;122;141;"Сведения о результатах диспансеризации или профилактического медицинского осмотра (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"01.01.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4099";"1.2.643.5.1.13.13.15.74.2";"Да";"Нет";;"Нет"
75;75;7;"Протокол лабораторного исследования (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.04.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3835";"1.2.643.5.1.13.13.15.18.4";"Да";"Нет";;"Нет"
77;77;1;"Эпикриз в стационаре выписной (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.06.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3903";"1.2.643.5.1.13.13.15.25.4";"Да";"Нет";;"Нет"
96;96;141;"Сведения о результатах диспансеризации или профилактического медицинского осмотра (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"08.07.2021";"01.09.2023";"https://portal.egisz.rosminzdrav.ru/materials/3901";"1.2.643.5.1.13.13.15.74.1";"Да";"Нет";;"Нет"
171;171;8;"Медицинское заключение о наличии (об отсутствии) у водителей транспортных средств медицинских противопоказаний, медицинских показаний или медицинских ограничений к управлению транспортными средствами (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4109";"1.2.643.5.1.13.13.15.43.3";"Нет";"Нет";;"Нет"
148;148;86;"Рецепт на лекарственный препарат (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4321";"1.2.643.5.1.13.13.15.3.2";"Да";"Нет";;"Нет"
134;134;345;"Предоперационный эпикриз (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4107";"1.2.643.5.1.13.13.15.29.1";"Нет";"Нет";;"Нет"
140;140;38;"Отпуск по рецепту на лекарственный препарат, изделие медицинского назначения и специализированный продукт лечебного питания (CDA) Редакция 4";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4317";"1.2.643.5.1.13.13.15.2.4";"Нет";"Нет";;"Нет"
130;130;352;"Уведомление о причинах возврата направления на медико-социальную экспертизу в медицинскую организацию (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4329";"1.2.643.5.1.13.13.15.7.2";"Нет";"Нет";;"Нет"
139;139;89;"Справка о результатах химико-токсикологических исследований (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4433";"1.2.643.5.1.13.13.15.19.2";"Нет";"Нет";;"Нет"
160;160;372;"Протокол телемедицинской консультации для трансграничных телемедицинских решений (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4423";"1.2.643.5.1.13.13.15.16.1";"Нет";"Нет";;"Нет"
163;163;109;"Протокол медицинской манипуляции (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4411";"1.2.643.5.1.13.13.15.23.1";"Нет";"Нет";;"Нет"
164;164;59;"Экстренное извещение об инфекционном заболевании, пищевом, остром профессиональном отравлении, необычной реакции на прививку (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4425";"1.2.643.5.1.13.13.15.70.2";"Нет";"Нет";;"Нет"
173;173;11;"Протокол гемотрансфузии (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4427";"1.2.643.5.1.13.13.15.24.4";"Нет";"Нет";;"Нет"
178;178;48;"Санаторно-курортная карта (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4347";"1.2.643.5.1.13.13.15.9.2";"Нет";"Нет";;"Нет"
179;179;50;"Санаторно-курортная карта для детей (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4349";"1.2.643.5.1.13.13.15.10.2";"Нет";"Нет";;"Нет"
184;184;184;"Извещение о больном с впервые в жизни установленным диагнозом злокачественного новообразования (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4355";"1.2.643.5.1.13.13.15.80.1";"Нет";"Нет";;"Нет"
187;187;35;"Сведения о результатах проведенной медико-социальной экспертизы (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4359";"1.2.643.5.1.13.13.15.5.3";"Нет";"Нет";;"Нет"
190;190;371;"Протокол консилиума врачей (онкологического) (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4375";"1.2.643.5.1.13.13.15.79.1";"Нет";"Нет";;"Нет"
197;197;73;"Медицинское заключение о допуске к выполнению работ на высоте, верхолазных работ, работ, связанных с подъемом на высоту, а также по обслуживанию подъемных сооружений (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.09.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4451";"1.2.643.5.1.13.13.15.55.2";"Нет";"Нет";;"Нет"
199;199;396;"Извещение о поступлении (обращении) пациента, а также в случае смерти пациента, личность которого не установлена (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.09.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4455";"1.2.643.5.1.13.13.15.89.1";"Нет";"Нет";;"Нет"
200;200;351;"Этапный эпикриз (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.09.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4457";"1.2.643.5.1.13.13.15.30.2";"Нет";"Нет";;"Нет"
201;201;113;"Статистическая карта выбывшего из медицинской организации, оказывающей медицинскую помощь в стационарных условиях, в условиях дневного стационара (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.09.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4459";"1.2.643.5.1.13.13.15.76.2";"Нет";"Нет";;"нет"
203;203;79;"Медицинская справка (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.09.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4463";"1.2.643.5.1.13.13.15.98.1";"Нет";"Нет";;"Нет"
189;189;108;"Протокол оперативного вмешательства (операции) (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4363";"1.2.643.5.1.13.13.15.77.1";"Нет";"Нет";;"Нет"
208;208;78;"Справка о состоянии здоровья по месту требования (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.09.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4463";"1.2.643.5.1.13.13.15.84.1";"Нет";"Нет";;"Нет"
204;204;480;"Медицинское заключение (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"21.11.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4483";"1.2.643.5.1.13.13.15.105.1";"Нет";"Нет";;"Нет"
210;210;106;"Талон № 2 на получение специальных талонов (именных направлений) на проезд к месту лечения для получения медицинской помощи (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"08.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4487";"1.2.643.5.1.13.13.15.68.4";"Нет";"Нет";;"Нет"
213;213;142;"Справка о прохождении медицинского освидетельствования в психоневрологическом диспансере (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4489";"1.2.643.5.1.13.13.15.59.3";"Нет";"Нет";;"Нет"
223;223;72;"Экстренное извещение о случае острого отравления химической этиологии (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"01.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4493";"1.2.643.5.1.13.13.15.71.2";"Нет";"Нет";;"Нет"
211;211;250;"Протокол на случай выявления у больного запущенной формы злокачественного новообразования (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4505";"1.2.643.5.1.13.13.15.95.1";"Нет";"Нет";;"Нет"
112;112;37;"Льготный рецепт на лекарственный препарат, изделие медицинского назначения и специализированный продукт лечебного питания (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2021";;"https://portal.egisz.rosminzdrav.ru/materials/4025";"1.2.643.5.1.13.13.15.1.3";"Да";"Нет";;"Да"
141;141;37;"Льготный рецепт на лекарственный препарат, изделие медицинского назначения и специализированный продукт лечебного питания (CDA) Редакция 4";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4319";"1.2.643.5.1.13.13.15.1.4";"Да";"Нет";;"Нет"
152;152;71;"Медицинское заключение об отсутствии противопоказаний к занятию определенными видами спорта (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4333";"1.2.643.5.1.13.13.15.54.3";"Да";"Нет";;"Нет"
215;215;66;"Справка донору об освобождении от работы в день кроводачи и предоставлении ему дополнительного дня отдыха (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4519";"1.2.643.5.1.13.13.15.49.2";"Нет";"Нет";;"Нет"
218;218;498;"Заключение межведомственного экспертного совета об установлении причинной связи развившихся заболеваний ребенка с последствиями радиоактивного облучения одного из родителей вследствие ЧАЭС (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4515";"1.2.643.5.1.13.13.15.109.1";"Нет";"Нет";;"Нет"
219;219;500;"Заключение межведомственного экспертного совета об установлении причинной связи смерти кормильца с последствиями чернобыльской катастрофы (вследствие лучевой болезни и других заболеваний) (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4517";"1.2.643.5.1.13.13.15.110.1";"Нет";"Нет";;"Нет"
222;222;93;"Направление на прижизненное патолого-анатомическое исследование биопсийного (операционного) материала (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"09.01.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4523";"1.2.643.5.1.13.13.15.101.1";"Нет";"Нет";;"Нет"
217;217;345;"Предоперационный эпикриз (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"25.01.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4527";"1.2.643.5.1.13.13.15.29.2";"Нет";"Нет";;"Нет"
